saison,journee,nom_club,position,nb_points,nb_matchs,nb_victoires,nb_nuls,nb_defaites,nb_buts_pour,nb_buts_contre,nb_buts_diff,serie_resultats,position.dedup,serie_resultats.un,nom_club_actuel,initiales_nom_club_actuel,logo_png
2005-2006,3,AS Saint-Etienne,9,5,3,1,2,0,2,0,2,NnG,9,G,AS Saint-Etienne,ASSE,./logos_clubs/ASSE.png
2005-2006,3,ESTAC Troyes,10,5,3,1,2,0,3,2,1,nNg,10,G,ESTAC Troyes,ESTAC,./logos_clubs/ESTAC.png
2005-2006,3,Le Mans UC 72,11,4,3,1,1,1,5,2,3,PnG,11,G,Le Mans UC 72,MUC72,./logos_clubs/MUC72.png
2005-2006,3,OGC Nice,12,4,3,1,1,1,4,3,1,NgP,12,P,OGC Nice,OGCN,./logos_clubs/OGCN.png
2005-2006,3,Lille OSC,13,4,3,1,1,1,5,5,0,GnP,13,P,Lille OSC,LOSC,./logos_clubs/LOSC.png
2005-2006,3,FC Sochaux-Montbéliard,14,3,3,1,0,2,2,3,-1,PPg,14,G,FC Sochaux-Montbéliard,FCSM,./logos_clubs/FCSM.png
2005-2006,3,Toulouse FC,15,3,3,1,0,2,1,4,-3,gPp,15,P,Toulouse FC,TFC,./logos_clubs/TFC.png
2005-2006,3,RC Strasbourg,16,1,3,0,1,2,1,3,-2,NpP,16,P,RC Strasbourg Alsace,RCS,./logos_clubs/RCS.png
2005-2006,3,Olympique de Marseille,17,1,3,0,1,2,1,5,-4,PpN,17,N,Olympique de Marseille,OM,./logos_clubs/OM.png
2005-2006,3,FC Metz,18,1,3,0,1,2,1,6,-5,pNp,18,P,FC Metz,FCM,./logos_clubs/FCM.png
2005-2006,3,AS Nancy Lorraine,19,0,3,0,0,3,1,4,-3,PpP,19,P,AS Nancy Lorraine,ASNL,./logos_clubs/ASNL.png
2005-2006,3,Stade Rennais FC,20,0,3,0,0,3,0,8,-8,pPp,20,P,Stade Rennais FC,SRFC,./logos_clubs/SRFC.png
2004-2005,3,RC Lens,1,7,3,2,1,0,5,0,5,nGg,1,G,RC Lens,RCL,./logos_clubs/RCL.png
2004-2005,3,Toulouse FC,2,7,3,2,1,0,6,2,4,NgG,2,G,Toulouse FC,TFC,./logos_clubs/TFC.png
2004-2005,3,Olympique de Marseille,3,7,3,2,1,0,5,1,4,GGn,3,N,Olympique de Marseille,OM,./logos_clubs/OM.png
2004-2005,3,SC Bastia,4,7,3,2,1,0,4,2,2,GnG,4,G,SC Bastia,SCB,./logos_clubs/SCB.png
2004-2005,3,FC Metz,-,7,3,2,1,0,4,2,2,GgN,4,N,FC Metz,FCM,./logos_clubs/FCM.png
2004-2005,3,AJ Auxerre,6,6,3,2,0,1,5,4,1,pGg,6,G,AJ Auxerre,AJA,./logos_clubs/AJA.png
2004-2005,3,AS Monaco FC,7,6,3,2,0,1,3,2,1,gGp,7,P,AS Monaco,ASM,./logos_clubs/ASM.png
2004-2005,3,Stade Rennais FC,8,6,3,2,0,1,4,4,0,GpG,8,G,Stade Rennais FC,SRFC,./logos_clubs/SRFC.png
2004-2005,3,SM Caen,9,5,3,1,2,0,4,3,1,NnG,9,G,SM Caen,SMC,./logos_clubs/SMC.png
2004-2005,3,Olympique Lyonnais,10,5,3,1,2,0,3,2,1,gNn,10,N,Olympique Lyonnais,OL,./logos_clubs/OL.png
2004-2005,3,FC Girondins de Bordeaux,11,4,3,1,1,1,5,2,3,pGn,11,N,FC Girondins de Bordeaux,FCGB,./logos_clubs/FCGB.png
2004-2005,3,FC Sochaux-Montbéliard,12,4,3,1,1,1,3,3,0,GnP,12,P,FC Sochaux-Montbéliard,FCSM,./logos_clubs/FCSM.png
2004-2005,3,Lille OSC,13,4,3,1,1,1,2,3,-1,GpN,13,N,Lille OSC,LOSC,./logos_clubs/LOSC.png
2004-2005,3,Paris Saint-Germain FC,14,1,3,0,1,2,4,6,-2,pNp,14,P,Paris Saint-Germain FC,PSG,./logos_clubs/PSG.png
2004-2005,3,FC Nantes Atlantique,15,1,3,0,1,2,1,3,-2,pNp,15,P,FC Nantes,FCN,./logos_clubs/FCN.png
2004-2005,3,FC Istres,16,1,3,0,1,2,2,5,-3,npP,16,P,FC Istres,FCI,./logos_clubs/FCI.png
2004-2005,3,RC Strasbourg,17,1,3,0,1,2,3,7,-4,pPn,17,N,RC Strasbourg Alsace,RCS,./logos_clubs/RCS.png
2004-2005,3,AS Saint-Etienne,18,1,3,0,1,2,1,5,-4,PpN,18,N,AS Saint-Etienne,ASSE,./logos_clubs/ASSE.png
2004-2005,3,OGC Nice,19,1,3,0,1,2,2,7,-5,PpN,19,N,OGC Nice,OGCN,./logos_clubs/OGCN.png
2004-2005,3,AC Ajaccio,20,0,3,0,0,3,1,4,-3,pPp,20,P,AC Ajaccio,ACA,./logos_clubs/ACA.png
2003-2004,3,Lille OSC,1,9,3,3,0,0,5,0,5,GGg,1,G,Lille OSC,LOSC,./logos_clubs/LOSC.png
2003-2004,3,OGC Nice,2,7,3,2,1,0,4,2,2,gGn,2,N,OGC Nice,OGCN,./logos_clubs/OGCN.png
2003-2004,3,FC Nantes Atlantique,3,6,3,2,0,1,6,3,3,pGg,3,G,FC Nantes,FCN,./logos_clubs/FCN.png
2003-2004,3,Olympique Lyonnais,4,6,3,2,0,1,5,2,3,pGg,4,G,Olympique Lyonnais,OL,./logos_clubs/OL.png
2003-2004,3,AS Monaco FC,5,6,3,2,0,1,5,3,2,GpG,5,G,AS Monaco,ASM,./logos_clubs/ASM.png
2003-2004,3,Olympique de Marseille,6,6,3,2,0,1,3,2,1,gGp,6,P,Olympique de Marseille,OM,./logos_clubs/OM.png
2003-2004,3,AC Ajaccio,7,6,3,2,0,1,3,3,0,ggP,7,P,AC Ajaccio,ACA,./logos_clubs/ACA.png
2003-2004,3,Stade Rennais FC,8,5,3,1,2,0,3,2,1,nGn,8,N,Stade Rennais FC,SRFC,./logos_clubs/SRFC.png
2003-2004,3,RC Strasbourg,9,4,3,1,1,1,5,4,1,nGp,9,P,RC Strasbourg Alsace,RCS,./logos_clubs/RCS.png
2003-2004,3,FC Sochaux-Montbéliard,10,4,3,1,1,1,3,3,0,GpN,10,N,FC Sochaux-Montbéliard,FCSM,./logos_clubs/FCSM.png
2003-2004,3,Paris Saint-Germain FC,11,4,3,1,1,1,1,1,0,Npg,11,G,Paris Saint-Germain FC,PSG,./logos_clubs/PSG.png
2003-2004,3,RC Lens,12,4,3,1,1,1,2,3,-1,NpG,12,G,RC Lens,RCL,./logos_clubs/RCL.png
2003-2004,3,Montpellier Hérault SC,-,4,3,1,1,1,2,3,-1,NgP,12,P,Montpellier Hérault SC,MHSC,./logos_clubs/MHSC.png
2003-2004,3,FC Metz,14,3,3,1,0,2,2,2,0,PgP,14,P,FC Metz,FCM,./logos_clubs/FCM.png
2003-2004,3,AJ Auxerre,15,3,3,1,0,2,4,5,-1,PpG,15,G,AJ Auxerre,AJA,./logos_clubs/AJA.png
2003-2004,3,FC Girondins de Bordeaux,16,3,3,1,0,2,3,4,-1,pPg,16,G,FC Girondins de Bordeaux,FCGB,./logos_clubs/FCGB.png
2003-2004,3,Le Mans UC 72,17,2,3,0,2,1,1,2,-1,nPN,17,N,Le Mans UC 72,MUC72,./logos_clubs/MUC72.png
2003-2004,3,Toulouse FC,18,1,3,0,1,2,1,5,-4,NpP,18,P,Toulouse FC,TFC,./logos_clubs/TFC.png
2003-2004,3,SC Bastia,19,1,3,0,1,2,0,4,-4,nPp,19,P,SC Bastia,SCB,./logos_clubs/SCB.png
2003-2004,3,EA Guingamp,20,0,3,0,0,3,1,6,-5,PpP,20,P,EA Guingamp,EAG,./logos_clubs/EAG.png
2002-2003,3,EA Guingamp,1,7,3,2,1,0,8,3,5,NgG,1,G,EA Guingamp,EAG,./logos_clubs/EAG.png
2002-2003,3,FC Girondins de Bordeaux,2,7,3,2,1,0,4,0,4,gNg,2,G,FC Girondins de Bordeaux,FCGB,./logos_clubs/FCGB.png
2002-2003,3,OGC Nice,3,6,3,2,0,1,8,2,6,PGg,3,G,OGC Nice,OGCN,./logos_clubs/OGCN.png
2002-2003,3,AJ Auxerre,4,6,3,2,0,1,4,2,2,pGg,4,G,AJ Auxerre,AJA,./logos_clubs/AJA.png
2002-2003,3,FC Nantes Atlantique,5,6,3,2,0,1,5,4,1,gGp,5,P,FC Nantes,FCN,./logos_clubs/FCN.png
2002-2003,3,Olympique Lyonnais,6,5,3,1,2,0,10,5,5,nGn,6,N,Olympique Lyonnais,OL,./logos_clubs/OL.png
2002-2003,3,FC Sochaux-Montbéliard,7,5,3,1,2,0,5,3,2,nnG,7,G,FC Sochaux-Montbéliard,FCSM,./logos_clubs/FCSM.png
2002-2003,3,Havre AC,8,5,3,1,2,0,3,2,1,gNn,8,N,Havre AC,HAC,./logos_clubs/HAC.png
2002-2003,3,RC Lens,-,5,3,1,2,0,3,2,1,nNg,8,G,RC Lens,RCL,./logos_clubs/RCL.png
2002-2003,3,Paris Saint-Germain FC,-,5,3,1,2,0,3,2,1,GnN,8,N,Paris Saint-Germain FC,PSG,./logos_clubs/PSG.png
2002-2003,3,SC Bastia,11,4,3,1,1,1,2,2,0,NpG,11,G,SC Bastia,SCB,./logos_clubs/SCB.png
2002-2003,3,Olympique de Marseille,12,4,3,1,1,1,2,3,-1,PgN,12,N,Olympique de Marseille,OM,./logos_clubs/OM.png
2002-2003,3,AS Monaco FC,13,3,3,1,0,2,4,2,2,gPp,13,P,AS Monaco,ASM,./logos_clubs/ASM.png
2002-2003,3,Montpellier Hérault SC,14,3,3,1,0,2,1,3,-2,GpP,14,P,Montpellier Hérault SC,MHSC,./logos_clubs/MHSC.png
2002-2003,3,AC Ajaccio,15,2,3,0,2,1,3,5,-2,nPn,15,N,AC Ajaccio,ACA,./logos_clubs/ACA.png
2002-2003,3,RC Strasbourg,16,2,3,0,2,1,2,6,-4,NpN,16,N,RC Strasbourg Alsace,RCS,./logos_clubs/RCS.png
2002-2003,3,Stade Rennais FC,17,1,3,0,1,2,0,4,-4,pNp,17,P,Stade Rennais FC,SRFC,./logos_clubs/SRFC.png
2002-2003,3,ESTAC Troyes,18,1,3,0,1,2,1,6,-5,PnP,18,P,ESTAC Troyes,ESTAC,./logos_clubs/ESTAC.png
2002-2003,3,CS Sedan,19,1,3,0,1,2,1,7,-6,NpP,19,P,CS Sedan,CSSA,./logos_clubs/CSSA.png
2002-2003,3,Lille OSC,20,1,3,0,1,2,0,6,-6,PnP,20,P,Lille OSC,LOSC,./logos_clubs/LOSC.png
2001-2002,3,RC Lens,1,9,3,3,0,0,6,1,5,GgG,1,G,RC Lens,RCL,./logos_clubs/RCL.png
2001-2002,3,AJ Auxerre,2,7,3,2,1,0,7,1,6,gNg,2,G,AJ Auxerre,AJA,./logos_clubs/AJA.png
2001-2002,3,FC Sochaux-Montbéliard,3,6,3,2,0,1,5,4,1,gGp,3,P,FC Sochaux-Montbéliard,FCSM,./logos_clubs/FCSM.png
2001-2002,3,Olympique Lyonnais,4,6,3,2,0,1,4,3,1,pGg,4,G,Olympique Lyonnais,OL,./logos_clubs/OL.png
2001-2002,3,Montpellier Hérault SC,5,5,3,1,2,0,4,1,3,NnG,5,G,Montpellier Hérault SC,MHSC,./logos_clubs/MHSC.png
2001-2002,3,Lille OSC,6,5,3,1,2,0,3,1,2,nGn,6,N,Lille OSC,LOSC,./logos_clubs/LOSC.png
2001-2002,3,FC Girondins de Bordeaux,7,5,3,1,2,0,2,0,2,GnN,7,N,FC Girondins de Bordeaux,FCGB,./logos_clubs/FCGB.png
2001-2002,3,Paris Saint-Germain FC,8,5,3,1,2,0,2,1,1,NnG,8,G,Paris Saint-Germain FC,PSG,./logos_clubs/PSG.png
2001-2002,3,ESTAC Troyes,9,4,3,1,1,1,4,2,2,GpN,9,N,ESTAC Troyes,ESTAC,./logos_clubs/ESTAC.png
2001-2002,3,EA Guingamp,10,4,3,1,1,1,2,4,-2,pGn,10,N,EA Guingamp,EAG,./logos_clubs/EAG.png
2001-2002,3,FC Lorient,11,3,3,1,0,2,2,4,-2,GpP,11,P,FC Lorient,FCL,./logos_clubs/FCL.png
2001-2002,3,Stade Rennais FC,12,3,3,1,0,2,6,9,-3,PpG,12,G,Stade Rennais FC,SRFC,./logos_clubs/SRFC.png
2001-2002,3,FC Metz,13,3,3,1,0,2,2,5,-3,pGp,13,P,FC Metz,FCM,./logos_clubs/FCM.png
2001-2002,3,CS Sedan,14,2,3,0,2,1,2,4,-2,npN,14,N,CS Sedan,CSSA,./logos_clubs/CSSA.png
2001-2002,3,Olympique de Marseille,15,2,3,0,2,1,1,3,-2,nNp,15,P,Olympique de Marseille,OM,./logos_clubs/OM.png
2001-2002,3,SC Bastia,16,1,3,0,1,2,2,4,-2,NpP,16,P,SC Bastia,SCB,./logos_clubs/SCB.png
2001-2002,3,FC Nantes Atlantique,17,1,3,0,1,2,1,4,-3,pPn,17,N,FC Nantes,FCN,./logos_clubs/FCN.png
2001-2002,3,AS Monaco FC,18,1,3,0,1,2,0,4,-4,PNp,18,P,AS Monaco,ASM,./logos_clubs/ASM.png
2000-2001,3,Lille OSC,1,7,3,2,1,0,6,1,5,NgG,1,G,Lille OSC,LOSC,./logos_clubs/LOSC.png
2000-2001,3,Paris Saint-Germain FC,2,7,3,2,1,0,6,3,3,GnG,2,G,Paris Saint-Germain FC,PSG,./logos_clubs/PSG.png
2000-2001,3,RC Lens,3,7,3,2,1,0,5,2,3,gGn,3,N,RC Lens,RCL,./logos_clubs/RCL.png
2000-2001,3,FC Nantes Atlantique,4,6,3,2,0,1,6,4,2,Pgg,4,G,FC Nantes,FCN,./logos_clubs/FCN.png
2000-2001,3,SC Bastia,5,6,3,2,0,1,3,1,2,gGp,5,P,SC Bastia,SCB,./logos_clubs/SCB.png
2000-2001,3,AJ Auxerre,6,6,3,2,0,1,3,2,1,PgG,6,G,AJ Auxerre,AJA,./logos_clubs/AJA.png
2000-2001,3,AS Saint-Etienne,7,5,3,1,2,0,6,3,3,nGn,7,N,AS Saint-Etienne,ASSE,./logos_clubs/ASSE.png
2000-2001,3,CS Sedan,8,4,3,1,1,1,3,3,0,gNp,8,P,CS Sedan,CSSA,./logos_clubs/CSSA.png
2000-2001,3,AS Monaco,9,4,3,1,1,1,6,7,-1,nPg,9,G,AS Monaco,ASM,./logos_clubs/ASM.png
2000-2001,3,Olympique de Marseille,10,4,3,1,1,1,3,4,-1,GpN,10,N,Olympique de Marseille,OM,./logos_clubs/OM.png
2000-2001,3,Olympique Lyonnais,11,3,3,0,3,0,3,3,0,NnN,11,N,Olympique Lyonnais,OL,./logos_clubs/OL.png
2000-2001,3,Stade Rennais FC,12,2,3,0,2,1,3,4,-1,nNp,12,P,Stade Rennais FC,SRFC,./logos_clubs/SRFC.png
2000-2001,3,FC Metz,13,2,3,0,2,1,2,3,-1,nPn,13,N,FC Metz,FCM,./logos_clubs/FCM.png
2000-2001,3,Toulouse FC,-,2,3,0,2,1,2,3,-1,PnN,13,N,Toulouse FC,TFC,./logos_clubs/TFC.png
2000-2001,3,ESTAC Troyes,15,2,3,0,2,1,4,6,-2,pNn,15,N,ESTAC Troyes,ESTAC,./logos_clubs/ESTAC.png
2000-2001,3,FC Girondins de Bordeaux,16,2,3,0,2,1,3,5,-2,NpN,16,N,FC Girondins de Bordeaux,FCGB,./logos_clubs/FCGB.png
2000-2001,3,EA Guingamp,17,1,3,0,1,2,4,6,-2,NpP,17,P,EA Guingamp,EAG,./logos_clubs/EAG.png
2000-2001,3,RC Strasbourg,18,0,3,0,0,3,2,10,-8,pPP,18,P,RC Strasbourg Alsace,RCS,./logos_clubs/RCS.png
1999-2000,3,Paris Saint-Germain FC,1,9,3,3,0,0,6,2,4,GgG,1,G,Paris Saint-Germain FC,PSG,./logos_clubs/PSG.png
1999-2000,3,FC Girondins de Bordeaux,2,7,3,2,1,0,9,4,5,GnG,2,G,FC Girondins de Bordeaux,FCGB,./logos_clubs/FCGB.png
1999-2000,3,FC Nantes Atlantique,3,6,3,2,0,1,3,1,2,GgP,3,P,FC Nantes,FCN,./logos_clubs/FCN.png
1999-2000,3,RC Lens,4,6,3,2,0,1,2,1,1,pGg,4,G,RC Lens,RCL,./logos_clubs/RCL.png
1999-2000,3,AJ Auxerre,5,6,3,2,0,1,5,5,0,GpG,5,G,AJ Auxerre,AJA,./logos_clubs/AJA.png
1999-2000,3,RC Strasbourg,6,6,3,2,0,1,3,3,0,GpG,6,G,RC Strasbourg Alsace,RCS,./logos_clubs/RCS.png
1999-2000,3,Olympique de Marseille,7,5,3,1,2,0,6,3,3,GnN,7,N,Olympique de Marseille,OM,./logos_clubs/OM.png
1999-2000,3,AS Monaco,8,4,3,1,1,1,6,3,3,NpG,8,G,AS Monaco,ASM,./logos_clubs/ASM.png
1999-2000,3,FC Metz,9,4,3,1,1,1,4,2,2,NGp,9,P,FC Metz,FCM,./logos_clubs/FCM.png
1999-2000,3,Olympique Lyonnais,10,4,3,1,1,1,5,5,0,PgN,10,N,Olympique Lyonnais,OL,./logos_clubs/OL.png
1999-2000,3,Montpellier Hérault SC,11,4,3,1,1,1,4,5,-1,gNp,11,P,Montpellier Hérault SC,MHSC,./logos_clubs/MHSC.png
1999-2000,3,AS Nancy Lorraine,12,3,3,1,0,2,5,5,0,ppG,12,G,AS Nancy Lorraine,ASNL,./logos_clubs/ASNL.png
1999-2000,3,SC Bastia,13,3,3,1,0,2,5,7,-2,pGp,13,P,SC Bastia,SCB,./logos_clubs/SCB.png
1999-2000,3,CS Sedan,14,3,3,1,0,2,4,7,-3,pGp,14,P,CS Sedan,CSSA,./logos_clubs/CSSA.png
1999-2000,3,AS Saint-Etienne,15,2,3,0,2,1,5,7,-2,nPn,15,N,AS Saint-Etienne,ASSE,./logos_clubs/ASSE.png
1999-2000,3,Stade Rennais FC,16,2,3,0,2,1,3,5,-2,nPn,16,N,Stade Rennais FC,SRFC,./logos_clubs/SRFC.png
1999-2000,3,Havre AC,17,1,3,0,1,2,0,4,-4,pNp,17,P,Havre AC,HAC,./logos_clubs/HAC.png
1999-2000,3,ATAC Troyes,18,0,3,0,0,3,1,7,-6,pPp,18,P,ESTAC Troyes,ESTAC,./logos_clubs/ESTAC.png
1998-1999,3,Olympique de Marseille,1,9,3,3,0,0,8,4,4,GgG,1,G,Olympique de Marseille,OM,./logos_clubs/OM.png
1998-1999,3,FC Girondins de Bordeaux,2,9,3,3,0,0,7,3,4,GgG,2,G,FC Girondins de Bordeaux,FCGB,./logos_clubs/FCGB.png
1998-1999,3,Olympique Lyonnais,3,7,3,2,1,0,7,1,6,nGg,3,G,Olympique Lyonnais,OL,./logos_clubs/OL.png
1998-1999,3,AS Monaco,4,7,3,2,1,0,6,2,4,gGn,4,N,AS Monaco,ASM,./logos_clubs/ASM.png
1998-1999,3,Paris Saint-Germain FC,5,6,3,2,0,1,4,3,1,pGg,5,G,Paris Saint-Germain FC,PSG,./logos_clubs/PSG.png
1998-1999,3,Stade Rennais FC,6,6,3,2,0,1,4,4,0,GpG,6,G,Stade Rennais FC,SRFC,./logos_clubs/SRFC.png
1998-1999,3,RC Lens,7,4,3,1,1,1,7,4,3,pNg,7,G,RC Lens,RCL,./logos_clubs/RCL.png
1998-1999,3,Montpellier Hérault SC,8,4,3,1,1,1,9,8,1,nGp,8,P,Montpellier Hérault SC,MHSC,./logos_clubs/MHSC.png
1998-1999,3,SC Bastia,9,4,3,1,1,1,5,4,1,NpG,9,G,SC Bastia,SCB,./logos_clubs/SCB.png
1998-1999,3,AS Nancy Lorraine,10,4,3,1,1,1,4,4,0,NpG,10,G,AS Nancy Lorraine,ASNL,./logos_clubs/ASNL.png
1998-1999,3,Toulouse FC,11,4,3,1,1,1,4,8,-4,GpN,11,N,Toulouse FC,TFC,./logos_clubs/TFC.png
1998-1999,3,AJ Auxerre,12,3,3,1,0,2,3,4,-1,pGp,12,P,AJ Auxerre,AJA,./logos_clubs/AJA.png
1998-1999,3,FC Nantes Atlantique,13,3,3,1,0,2,1,3,-2,pGp,13,P,FC Nantes,FCN,./logos_clubs/FCN.png
1998-1999,3,Havre AC,14,1,3,0,1,2,3,5,-2,NPp,14,P,Havre AC,HAC,./logos_clubs/HAC.png
1998-1999,3,FC Lorient,15,1,3,0,1,2,2,4,-2,PnP,15,P,FC Lorient,FCL,./logos_clubs/FCL.png
1998-1999,3,RC Strasbourg,16,1,3,0,1,2,0,2,-2,NpP,16,P,RC Strasbourg Alsace,RCS,./logos_clubs/RCS.png
1998-1999,3,FC Metz,17,1,3,0,1,2,0,4,-4,nPp,17,P,FC Metz,FCM,./logos_clubs/FCM.png
1998-1999,3,FC Sochaux-Montbéliard,18,1,3,0,1,2,2,9,-7,npP,18,P,FC Sochaux-Montbéliard,FCSM,./logos_clubs/FCSM.png
1997-1998,3,Paris Saint-Germain FC,1,9,3,3,0,0,8,3,5,GgG,1,G,Paris Saint-Germain FC,PSG,./logos_clubs/PSG.png
1997-1998,3,FC Metz,2,9,3,3,0,0,7,2,5,gGg,2,G,FC Metz,FCM,./logos_clubs/FCM.png
1997-1998,3,Olympique de Marseille,3,7,3,2,1,0,4,1,3,GGn,3,N,Olympique de Marseille,OM,./logos_clubs/OM.png
1997-1998,3,SC Bastia,4,7,3,2,1,0,3,1,2,gGn,4,N,SC Bastia,SCB,./logos_clubs/SCB.png
1997-1998,3,Toulouse FC,-,7,3,2,1,0,3,1,2,GgN,4,N,Toulouse FC,TFC,./logos_clubs/TFC.png
1997-1998,3,RC Strasbourg,6,5,3,1,2,0,3,2,1,nGn,6,N,RC Strasbourg Alsace,RCS,./logos_clubs/RCS.png
1997-1998,3,Havre AC,7,4,3,1,1,1,5,3,2,pGn,7,N,Havre AC,HAC,./logos_clubs/HAC.png
1997-1998,3,AS Monaco,-,4,3,1,1,1,5,3,2,pNg,7,G,AS Monaco,ASM,./logos_clubs/ASM.png
1997-1998,3,RC Lens,9,4,3,1,1,1,4,2,2,GpN,9,N,RC Lens,RCL,./logos_clubs/RCL.png
1997-1998,3,EA Guingamp,10,4,3,1,1,1,3,2,1,GpN,10,N,EA Guingamp,EAG,./logos_clubs/EAG.png
1997-1998,3,FC Girondins de Bordeaux,11,4,3,1,1,1,4,6,-2,GpN,11,N,FC Girondins de Bordeaux,FCGB,./logos_clubs/FCGB.png
1997-1998,3,Olympique Lyonnais,12,3,3,1,0,2,3,4,-1,PgP,12,P,Olympique Lyonnais,OL,./logos_clubs/OL.png
1997-1998,3,AJ Auxerre,13,3,3,1,0,2,4,6,-2,pPg,13,G,AJ Auxerre,AJA,./logos_clubs/AJA.png
1997-1998,3,Montpellier Hérault SC,14,2,3,0,2,1,1,5,-4,NpN,14,N,Montpellier Hérault SC,MHSC,./logos_clubs/MHSC.png
1997-1998,3,LB Châteauroux,15,1,3,0,1,2,3,6,-3,pnP,15,P,LB Châteauroux,LBC,./logos_clubs/LBC.png
1997-1998,3,Stade Rennais FC,16,1,3,0,1,2,2,6,-4,pPn,16,N,Stade Rennais FC,SRFC,./logos_clubs/SRFC.png
1997-1998,3,FC Nantes Atlantique,17,0,3,0,0,3,0,4,-4,PpP,17,P,FC Nantes,FCN,./logos_clubs/FCN.png
1997-1998,3,AS Cannes,18,0,3,0,0,3,2,7,-5,pPp,18,P,AS Cannes,ASC,./logos_clubs/ASC.png
1996-1997,3,RC Lens,1,9,3,3,0,0,6,1,5,gGg,1,G,RC Lens,RCL,./logos_clubs/RCL.png
1996-1997,3,SC Bastia,2,7,3,2,1,0,4,1,3,GGn,2,N,SC Bastia,SCB,./logos_clubs/SCB.png
1996-1997,3,AJ Auxerre,3,7,3,2,1,0,3,0,3,gGn,3,N,AJ Auxerre,AJA,./logos_clubs/AJA.png
1996-1997,3,Paris Saint-Germain FC,-,7,3,2,1,0,3,0,3,gGn,3,N,Paris Saint-Germain FC,PSG,./logos_clubs/PSG.png
1996-1997,3,AS Cannes,5,7,3,2,1,0,4,2,2,gNg,5,G,AS Cannes,ASC,./logos_clubs/ASC.png
1996-1997,3,Lille OSC,6,6,3,2,0,1,4,3,1,GpG,6,G,Lille OSC,LOSC,./logos_clubs/LOSC.png
1996-1997,3,FC Girondins de Bordeaux,7,5,3,1,2,0,2,1,1,GnN,7,N,FC Girondins de Bordeaux,FCGB,./logos_clubs/FCGB.png
1996-1997,3,Olympique de Marseille,8,4,3,1,1,1,5,4,1,GnP,8,P,Olympique de Marseille,OM,./logos_clubs/OM.png
1996-1997,3,AS Monaco,-,4,3,1,1,1,5,4,1,gNp,8,P,AS Monaco,ASM,./logos_clubs/ASM.png
1996-1997,3,Olympique Lyonnais,10,4,3,1,1,1,4,4,0,pGn,10,N,Olympique Lyonnais,OL,./logos_clubs/OL.png
1996-1997,3,FC Metz,11,4,3,1,1,1,3,3,0,pNg,11,G,FC Metz,FCM,./logos_clubs/FCM.png
1996-1997,3,EA Guingamp,12,4,3,1,1,1,2,2,0,NpG,12,G,EA Guingamp,EAG,./logos_clubs/EAG.png
1996-1997,3,Stade Rennais FC,13,3,3,1,0,2,4,6,-2,pGp,13,P,Stade Rennais FC,SRFC,./logos_clubs/SRFC.png
1996-1997,3,RC Strasbourg,14,3,3,1,0,2,1,3,-2,PpG,14,G,RC Strasbourg Alsace,RCS,./logos_clubs/RCS.png
1996-1997,3,Montpellier Hérault SC,15,2,3,0,2,1,1,2,-1,nnP,15,P,Montpellier Hérault SC,MHSC,./logos_clubs/MHSC.png
1996-1997,3,Havre AC,16,1,3,0,1,2,1,3,-2,pNp,16,P,Havre AC,HAC,./logos_clubs/HAC.png
1996-1997,3,AS Nancy Lorraine,17,1,3,0,1,2,2,5,-3,PpN,17,N,AS Nancy Lorraine,ASNL,./logos_clubs/ASNL.png
1996-1997,3,FC Nantes Atlantique,-,1,3,0,1,2,2,5,-3,PnP,17,P,FC Nantes,FCN,./logos_clubs/FCN.png
1996-1997,3,OGC Nice,-,1,3,0,1,2,2,5,-3,PpN,17,N,OGC Nice,OGCN,./logos_clubs/OGCN.png
1996-1997,3,SM Caen,20,1,3,0,1,2,1,5,-4,PpN,20,N,SM Caen,SMC,./logos_clubs/SMC.png
1995-1996,3,SC Bastia,1,7,3,2,1,0,6,2,4,NgG,1,G,SC Bastia,SCB,./logos_clubs/SCB.png
1995-1996,3,AS Monaco,2,7,3,2,1,0,7,4,3,GgN,2,N,AS Monaco,ASM,./logos_clubs/ASM.png
1995-1996,3,FC Metz,3,7,3,2,1,0,4,1,3,nGg,3,G,FC Metz,FCM,./logos_clubs/FCM.png
1995-1996,3,FC Nantes Atlantique,4,6,3,2,0,1,6,2,4,GgP,4,P,FC Nantes,FCN,./logos_clubs/FCN.png
1995-1996,3,FC Girondins de Bordeaux,5,6,3,2,0,1,3,2,1,GGp,5,P,FC Girondins de Bordeaux,FCGB,./logos_clubs/FCGB.png
1995-1996,3,RC Strasbourg,6,5,3,1,2,0,5,2,3,nGn,6,N,RC Strasbourg Alsace,RCS,./logos_clubs/RCS.png
1995-1996,3,EA Guingamp,7,5,3,1,2,0,3,1,2,GnN,7,N,EA Guingamp,EAG,./logos_clubs/EAG.png
1995-1996,3,Paris Saint-Germain FC,8,5,3,1,2,0,5,4,1,nNg,8,G,Paris Saint-Germain FC,PSG,./logos_clubs/PSG.png
1995-1996,3,AJ Auxerre,9,4,3,1,1,1,6,3,3,pGn,9,N,AJ Auxerre,AJA,./logos_clubs/AJA.png
1995-1996,3,Montpellier Hérault SC,10,4,3,1,1,1,7,6,1,NpG,10,G,Montpellier Hérault SC,MHSC,./logos_clubs/MHSC.png
1995-1996,3,RC Lens,11,4,3,1,1,1,2,2,0,GpN,11,N,RC Lens,RCL,./logos_clubs/RCL.png
